C1,C2,C3,C0=D3,D0,D1,D2
35816,51883,71805,83489,68186,32913,66952
41257,76079,95425,85821,94028,84059,47713
4595,58243,71644,62004,80436,11586,46044
58938,48825,78248,84593,34110,93070,69725
37140,57951,29795,28262,8708,13132,63380
66963,30360,47604,87911,92058,95807,60682
15455,56927,21962,6146,51718,24196,50680
9013,61762,64409,2979,64456,91656,56675
76720,27819,31207,81443,17195,87399,94020
35043,11760,15041,17842,8847,57580,75498
29849,80123,42574,54500,83783,73532,34581
92840,81130,61227,61711,38197,59348,65459
73072,51964,87628,41302,83985,21722,35525
70758,16879,98823,34461,68147,84558,99663
49817,85795,21455,97309,51467,17995,91707
58264,60541,97702,25275,31520,1946,34159
72114,28372,68185,48001,87473,42447,13126
8159,76508,14291,8423,89931,64595,1654
9996,4522,93957,50668,92964,60641,84651
4317,54679,95771,79902,19349,42977,9200
20736,9041,5924,94687,59799,80413,34595
39881,42755,91621,96768,66830,43351,77066
37645,29951,51062,75283,27676,7933,92989
27162,80699,11395,67625,89192,96989,26254
35043,11760,15041,17842,29902,76221,59015
89666,30210,73898,28486,44479,90797,26775
16423,48169,92060,36042,66435,81547,41667
79926,49318,55736,74600,49769,51607,56538
82324,34666,21849,95053,23125,17273,9510
57012,9377,48602,84546,77169,638,32449
12771,42416,61320,65371,21344,60318,15271
39881,42755,91621,96768,13871,30647,24108
44827,80628,38482,92572,61734,79732,90749
64714,85953,94190,47938,92675,40449,65910
52204,2957,14628,57749,87720,61033,83713
16010,42953,48764,24592,1315,80297,71856
53192,54232,14916,2134,64989,46306,39140
2939,56346,42521,98841,3966,93580,93900
39808,2286,50880,91147,40722,49652,78113
13480,30790,80815,5286,23121,94612,73379
89088,14983,54227,46288,56603,24838,5659
66668,69736,83739,65719,47536,19834,1812
32319,75771,68133,5226,63329,67845,89095
92102,23167,99071,41182,61967,94189,94365
42596,67802,53542,5727,66335,34,68475
39323,5497,79598,52105,53220,95172,81925
37835,81426,87251,96339,29513,89745,71228
3312,19576,49967,61400,12424,48029,17780
32319,75771,68133,5226,43744,65814,73885
4861,53267,6558,67097,56613,46290,49061
82324,34666,21849,95053,143,39497,38178
27862,73861,96892,79920,93510,27284,85365
62610,99111,88435,88428,25503,43835,23056
55197,12798,94640,1755,4106,448,97289
80416,23104,98842,33945,11915,22273,604
79340,54012,22783,26939,97461,6081,37927
68206,80155,98063,92945,72544,34700,32926
53256,51743,66380,68440,85774,35971,39056
77992,2591,78737,8018,2166,12645,39458
99984,71240,88505,78629,93966,12060,86486
68460,94919,9407,79914,89472,66833,44279
45472,45258,71915,250,70606,41391,90427
94608,51927,53914,31187,63372,73357,65991
62764,92297,40305,66824,32025,98570,75557
92037,30804,17942,79792,7673,43806,79453
71997,17254,76449,36058,36762,80868,97598
6276,35833,36186,56701,35184,71663,79490
63363,4980,75991,20640,40524,78571,69599
75418,30592,17240,7248,72003,93179,39214
37933,53019,91808,14018,77275,73063,11710
87277,85052,49264,7082,81120,20682,21992
43785,87927,74412,98293,70474,65451,23776
97517,86511,97409,3873,20243,29711,20664
68460,94919,9407,79914,57657,20597,65702
76169,12454,90764,28380,21755,17354,64652
70099,73903,77763,48297,67133,27945,13764
13890,96345,7159,37377,36646,2170,75102
83095,38340,49303,90796,95439,90329,95765
24157,741,21683,5442,74078,55335,4282
12899,34855,94314,46022,24684,80919,58762
88541,79433,48641,8423,89931,64595,1654
591,43923,57369,36447,2055,3806,84230
20096,96343,33779,9381,25570,11397,23941
36559,54812,13979,41066,83101,71214,10454
14177,59084,31423,48918,50489,92021,81939
906,75918,66747,36110,53449,62931,83992
40513,53328,5560,63193,31313,79065,78367
39056,21669,17174,81027,76142,35582,51811
90952,3513,23650,65410,45249,1475,53052
52869,75870,46195,54273,80227,26848,21479
94528,53182,89458,42892,57391,96951,71309
43223,38562,42746,6750,27762,46066,35196
4440,49174,87403,30521,8353,82064,24338
90063,85808,57281,1642,10752,32178,46989
65604,48943,20629,32400,9278,49807,81427
98331,54706,97153,45794,46274,35423,88070
55853,90812,66871,29352,51294,81463,92218
91114,79150,74465,77790,71470,285,47449
18068,74846,42227,28049,73914,15683,29756
43223,38562,42746,6750,89832,32841,23379
96591,10499,53350,47845,10350,80882,63374
55853,90812,66871,29352,86547,36289,92823
73478,88956,74466,17715,36972,27757,69755
40612,92619,77300,45471,34062,49871,55835
12899,34855,94314,46022,99170,62445,79178
60393,39114,59444,25976,42409,59917,74752
19146,46386,58137,82963,78074,22235,68149
7960,38352,41115,64001,78600,50537,32150
38967,57246,27653,24069,77091,32761,26722
88230,4571,71400,14530,32576,58174,41498
8353,69264,33346,6794,76682,7598,99474
47008,94039,42523,79293,847,48751,34347
38967,57246,27653,24069,16768,9995,9239
53818,59845,82759,71154,89292,34439,31481
33161,50887,59537,43838,1866,76946,71260
75261,68011,57422,11047,27315,63213,56140
98590,47762,19488,42820,37963,87711,11908
81706,73031,52351,33971,92612,64926,4686
61596,86994,44547,30353,97845,49444,79458
19603,75032,58278,65091,49992,36466,38067
15939,36344,70537,4901,75911,86419,73751
22607,97583,4281,18692,56445,59059,21145
77450,14792,70434,67452,47361,2297,84914
90611,64174,65558,17,21385,82132,55170
76003,86725,12833,71302,67714,87797,60798
9250,26988,54520,37663,77427,75369,32765
88888,1114,30675,14763,84388,849,15489
41576,38999,33906,28338,90826,93864,24061
98346,50579,79213,13486,98144,97436,32415
34782,2689,8692,14515,49628,56774,32218
84,69830,59529,21551,76484,89631,34355
89405,94211,32199,97264,21794,24709,22379
22355,71627,26440,91297,49597,74841,75284
87525,94529,91255,47047,76048,89460,38976
29109,90174,28301,36229,39447,53559,92747
36485,32545,66096,20863,14754,93884,35977
83049,65538,48040,78635,25144,30620,89177
36796,14894,53586,17747,64742,94581,44442
81386,33463,57574,1198,69055,19006,12245
89973,58836,34248,11818,41239,85248,16938
26651,89304,11346,14057,39648,97475,50736
22607,97583,4281,18692,47761,72142,84303
65982,10998,1235,75167,67246,47467,79848
14672,14873,95158,79436,89551,62588,37117
50020,71431,77543,2160,88269,14622,39163
22607,97583,4281,18692,69815,74059,48578
28544,11498,81764,10201,92244,75238,22704
93271,39386,46293,20167,40749,80394,21708
71939,3558,42672,30605,67280,88445,30551
28798,4128,59618,38873,77673,23682,71456
67686,9953,42784,77507,84302,90744,11855
23655,21367,49515,86665,97478,44364,4512
57378,86557,36656,37331,8188,79305,4642
60134,42853,61143,66267,77262,18189,20463
94618,94506,35543,63619,63446,96924,95985
7129,34011,3741,66716,73814,92570,76720
12326,19339,74179,90913,85684,17074,25341
38452,63819,43563,63221,41111,74810,67187
29648,58690,33492,57047,57292,15086,88495
78767,64897,83226,52606,26466,13561,42995
14672,14873,95158,79436,71103,69079,50128
83556,98702,96055,3169,14494,57304,23962
75261,68011,57422,11047,49636,54346,37556
65671,76961,79468,93965,31184,32967,43699
38452,63819,43563,63221,77128,3235,49267
76003,86725,12833,71302,46797,46717,84336
47008,94039,42523,79293,44404,18273,2062
38452,63819,43563,63221,98957,40937,43388
90611,64174,65558,17,2366,46083,21999
88441,72056,22026,40069,6102,27439,57605
44804,29014,10937,70929,91018,48002,12355
83049,65538,48040,78635,62300,45369,87503
61538,95129,2610,31225,99782,37015,23529
98131,45775,6646,45557,17218,22989,20678
28798,4128,59618,38873,29742,94145,69009
54073,50516,8488,99474,3772,50950,57266
76003,86725,12833,71302,23016,13326,98487
8353,69264,33346,6794,91839,14454,28937
53818,59845,82759,71154,7269,43416,88678
86421,24278,11058,99008,75417,64396,14301
12010,34345,98549,10197,89407,84882,41620
67820,17253,44212,1753,8607,70253,610
6849,61629,32754,28617,75676,9277,49010
40486,47278,71308,1472,88558,74806,66178
40704,2,29790,35170,77900,27411,40169
91720,19070,8027,59778,61867,7257,65898
25169,9535,53471,78104,84276,80908,76764
70260,33761,25191,91536,86409,43620,45420
33761,60107,24800,69297,16968,90622,77576
25109,4687,60024,44719,68162,49505,25295
14029,54877,82618,88012,63838,92028,1480
3568,35399,79046,13440,16981,68981,61718
68285,34178,86281,73186,35380,8987,62632
16805,19971,58020,77761,90061,40251,73568
15388,88925,60574,27534,71606,26399,56016
29925,5265,23395,30065,69694,70542,47798
73783,89419,15996,93637,46618,23004,44795
94918,41685,2905,85379,63216,67806,91865
29107,42767,42013,26038,79394,90486,76590
95768,46322,20837,2998,63826,27451,98864
99630,78720,20399,19898,8074,28399,28312
24660,50031,49707,66448,11309,65513,2796
33475,7060,5782,81312,37727,85565,80089
38977,71435,37583,1283,34988,55693,28002
40409,43462,24927,73012,75323,22420,55646
89001,52601,76736,1904,56089,95015,1626
5727,48912,5666,10750,74502,45385,92655
38977,71435,37583,1283,78122,12646,27560
48015,49021,93428,74011,85255,55396,58158
51765,39034,16990,26141,16174,75426,33297
39774,94087,21083,53936,62695,93242,29301
45139,29132,45165,99103,18457,39979,68233
42184,13634,30908,55624,87917,24324,83094
82029,74725,351,22204,27609,50627,67438
38356,85747,12370,37256,64610,63288,16130
35400,98156,63595,76687,91840,99658,96747
40409,43462,24927,73012,28601,68019,92785
43144,79259,37246,41686,92401,26030,99325
49019,58632,48633,2812,86592,53683,29618
21960,96441,66416,63816,26380,71303,77141
29107,42767,42013,26038,46321,41763,58207
70260,33761,25191,91536,52138,85988,44832
14698,9746,27216,4049,31965,98555,787
78415,64201,22732,89086,48499,80815,6346
20190,59357,57418,84040,64718,40547,63144
4709,15003,15796,20214,41621,70884,60741
63024,49049,56598,11301,29989,91269,33274
20504,18252,57926,56467,45785,710,54934
49423,41585,78364,6096,64888,11780,41984
98246,3091,2103,72873,73062,31406,31393
78938,98222,24611,54564,12072,74959,76160
29925,5265,23395,30065,20606,45006,89667
35115,87862,69485,97555,8610,21052,37219
99058,57734,2718,11381,82163,23875,48965
22445,65302,83610,17047,27174,77910,66981
40036,90601,60443,93092,6554,33758,14988
17280,57146,96229,82652,21319,2932,567
89222,33168,83123,10118,26539,13979,92449
29107,42767,42013,26038,19115,90534,85092
37136,32913,70427,1030,40377,83084,67928
70260,33761,25191,91536,89897,31561,57244
31586,34538,47173,86345,5121,15524,58726
84779,6384,62566,98923,60066,19593,22062
59590,99425,37835,87088,95959,65431,46747
75121,10952,52076,39324,54769,90028,99003
79334,99232,94712,25362,51178,18197,88187
39740,38239,25788,59136,55559,95196,77586
63319,27033,36382,51888,29402,12761,16314
82395,46728,61541,19977,27416,72396,4433
93222,52291,16091,96579,87941,85837,52028
93222,52291,16091,96579,31158,20204,34460
91443,86077,16613,14249,82013,52858,29449
18525,86887,67720,80011,9833,11458,74236
63306,83081,41909,62780,23785,85386,30845
2150,924,96426,19427,42791,56124,62787
52079,78413,6135,42701,96557,67942,27802
66926,8786,92491,53800,12922,81298,32483
46818,63726,47250,39089,92148,51246,68040
72114,56838,35013,37264,24383,41629,53486
61576,9694,94289,71161,10062,14231,17181
51885,40209,91691,10671,24189,25133,21709
51097,85098,55843,57835,5020,67438,88692
59687,28861,75288,94742,16692,62013,97778
83884,59643,56546,71337,96866,7241,71699
61478,39926,52931,51728,57497,30124,10976
69300,75876,73186,57637,28106,36067,92698
7802,85752,35458,71823,47303,10974,99719
60290,40671,39289,43052,63607,32666,20432
33620,15182,91483,22098,97069,2161,85542
82445,13933,92447,43207,70737,78491,22458
6847,27519,28211,2454,96885,93879,29442
21036,41157,99206,74542,70573,89661,78031
93222,52291,16091,96579,33593,20588,29742
74027,24850,50690,33636,48165,38242,96176
93863,20393,74425,10797,11547,15198,11037
84609,82401,9424,81115,67048,2028,62948
99734,4355,54139,99390,13492,23121,45396
96633,56762,15910,47497,25828,83859,41446
3125,26343,63970,80145,54335,65247,15171
12614,37113,33308,29353,84877,88626,31229
67108,50871,47290,26406,88840,23011,25005
39596,56720,14659,91830,54444,82929,94693
50642,58485,63632,54570,65628,6738,27076
21036,41157,99206,74542,97622,73587,56107
92846,57814,9916,29624,59625,79444,93297
1955,23834,17753,77781,73064,65846,84012
51097,85098,55843,57835,41241,27773,56242
71624,6695,48844,5443,77504,76288,42031
66400,65917,66362,77218,41641,43598,16458
49983,66345,80542,47033,3617,84694,46249
59674,65938,7113,40999,80772,51587,657
97052,43138,52520,27716,54065,58855,1704
34552,99527,45581,22782,52941,85646,89902
35237,91042,15127,35862,99852,88704,86218
5734,32632,588,97851,76377,78909,51992
43060,69393,93870,23135,18250,95140,55049
27624,41954,83641,14329,61675,22722,2256
2364,34358,82761,67882,90652,24095,98221
29346,84761,29982,64376,81986,85378,50140
59155,53229,93252,25808,75301,54670,96649
16655,61597,11034,2443,87631,48427,69327
33779,54844,70818,96143,15513,16925,55520
3476,22819,24241,44153,13035,53609,55896
30152,74101,62335,91245,20550,6226,11728
58355,72311,81218,90960,9880,20804,51638
57894,64996,61061,45869,18747,84528,31609
91978,24967,50216,13081,74067,48388,31573
8023,68021,11531,47241,16067,21118,46380
69389,68077,24026,63508,15144,63094,84513
43890,80228,54275,27534,71606,26399,56016
90314,21862,21012,26637,10524,95662,48164
52511,32321,9880,55871,62334,46521,51716
8539,71207,58038,85556,2480,61372,79708
12578,50360,27433,81928,58605,31232,56475
83637,62634,21850,2979,64456,91656,56675
27964,58036,48302,79410,96346,62115,89670
5733,56812,95580,48913,47871,2222,75133
93831,821,99879,51680,55093,36438,42240
74898,34857,55468,92616,88424,31775,9070
56374,39144,31828,46512,61862,18780,92610
44385,91490,33797,33526,573,24350,88617
29352,18294,69344,28387,12401,89740,75279
92548,6488,83438,30635,121,97138,18130
56374,39144,31828,46512,31988,58518,6069
44429,6633,33702,81482,2589,99509,12371
43792,24609,92702,65532,20186,35604,36308
14541,66696,35015,14207,74660,46924,303
23253,59214,41049,70362,77938,87341,5776
39894,91636,34029,40432,92987,28410,18425
48869,34363,4268,41720,64594,58040,16062
16453,51292,41820,23988,90861,7733,70906
14564,44479,59715,79877,87213,48245,61416
37079,8648,90459,59069,35165,38209,52542
30152,74101,62335,91245,71613,75257,50987
68667,18928,56652,92128,58448,74989,39745
439,14697,86992,63999,83453,80018,52053
21933,54818,78320,38124,54364,28295,26287
8539,71207,58038,85556,35179,73847,95273
47526,78850,79215,33361,14883,13831,8797
7079,36348,79210,21646,68667,24230,60894
11858,68792,93933,66899,45555,64461,26755
95500,70756,31796,74083,97146,35491,19614
15067,42984,19797,33239,54030,94769,15287
36053,34240,59052,99836,99395,74056,3909
66594,75896,99000,26593,89141,51433,3736
60176,3091,77629,68391,83401,1376,81130
18711,52425,51181,62302,50161,22580,64126
39894,91636,34029,40432,95639,80459,95538
43909,48069,53812,8062,428,21474,64626
11858,68792,93933,66899,78747,11924,5064
39894,91636,34029,40432,39669,27089,25579
36053,34240,59052,99836,94267,53084,57920
57894,64996,61061,45869,50909,30506,31114
8922,41106,84309,54014,33483,89908,93903
26674,4660,41465,45185,7811,19380,73796
59292,4962,17692,90092,29365,88508,94855
40491,94959,52086,70332,71531,73317,8889
8220,12183,9102,67766,90983,8140,54176
91547,59353,17176,95829,66786,35016,89742
33002,49825,83557,13053,43630,75325,98742
19449,29265,48478,85834,18646,53935,21805
19449,29265,48478,85834,6717,49014,43010
91547,59353,17176,95829,49898,65842,34529
79612,24975,4509,65846,64406,40057,58941
51334,45179,15957,73235,97031,6520,87553
78116,55965,7385,2092,72974,13601,1235
18612,42347,68831,94176,53788,47616,75598
81609,97089,16854,26442,58936,91570,2210
70652,7974,26385,76076,85774,76094,52764
20773,14767,14892,90333,98841,4675,78029
12797,7149,93211,7242,76047,5783,29461
10840,56359,89700,89919,81345,35706,31493
53504,27549,83008,83708,2954,72765,62595
68934,88092,64592,87169,26149,39876,26435
71049,79416,25635,69054,10302,55829,49066
42116,29951,45439,18460,39867,31334,18543
22594,52906,49383,44247,46733,403,85083
21804,92370,37638,14207,74660,46924,303
81609,97089,16854,26442,29051,53039,70967
92743,84275,61220,89851,81278,95453,72061
51617,62199,43460,69631,86451,80302,3535
12797,7149,93211,7242,81036,42928,96414
78446,96416,42044,35030,68905,89997,67254
24344,43866,39733,30674,63647,59786,43958
17864,61024,88923,58947,97673,61496,2499
93703,81906,7186,61047,41035,49642,42648
83699,27437,78608,56726,5761,49668,29027
17864,61024,88923,58947,96603,12663,9053
13247,21892,70386,36657,34923,44088,48513
44182,70009,43068,84693,77116,12724,48197
34976,9541,52243,88065,39043,71911,79543
89786,97409,3779,5857,30176,81741,12932
13597,55313,56366,36906,99966,65656,45631
97581,71710,15182,53813,92524,82503,6161
728,63863,50304,15806,70956,30292,95636
88041,82039,53561,82524,2868,45702,36527
5149,41349,96542,14532,36493,4960,68453
92779,64917,8688,21630,70378,22455,91080
13591,16116,2933,61984,97982,3128,97203
25975,68353,46808,40839,16261,35895,85600
79612,24975,4509,65846,88607,43336,50141
78116,55965,7385,2092,34316,4197,44372
85075,30025,20620,66650,78833,56116,51670
40538,23569,10565,31174,66796,23366,36478
75065,87962,30183,89701,40305,19303,43409
55696,44412,22060,54134,57374,69043,96297
40538,23569,10565,31174,5285,47535,93409
37076,97601,42004,14546,70299,45347,85375
83699,27437,78608,56726,95765,65303,97269
25853,29040,56948,88861,48399,93470,17590
6702,46923,16842,97153,67101,2474,85961
17513,16871,17006,20982,85300,57441,1449
13410,82440,67673,36766,3185,7607,86846
6702,46923,16842,97153,83484,57711,10748
95507,91523,16524,19082,61485,46871,32886
48552,3793,24026,37034,74613,15904,34193
65282,21424,4471,59706,70633,77422,88669
67553,65902,24593,35748,56558,70847,15473
27914,16296,93905,43320,66900,82561,66370
27914,16296,93905,43320,33733,78587,64681
33676,69386,10802,97277,9905,25992,86938
88744,43604,43138,46669,51157,59384,79677
26395,45472,88875,75453,68,49910,39024
49975,78905,56465,45481,50387,75828,64582
